nom,tier,score,statut,date_contact,canal,date_relance,notes,produit,montant_vendu,date_vente,paye,montant_encaisse,commission,statut_livraison,type,libelle,commune,cp,departement,region,telephone,email,email_status,dirigeant,qualite,raisons,lien_site,lien_pappers,lien_annuaire,lien_annonces,lien_finances,lien_dirigeants,lien_maps,lien_google,lien_google_news,lien_linkedin_rech,lien_linkedin_dirigeant,lien_pagesjaunes,lien_societe,lien_trustpilot,linkedin,domain,effectif,annee_effectif,categorie,nb_etablissements_ouverts,nb_etablissements,communes_etablissements,ca,ca_prev,resultat_net,annee_finances,anciennete,date_creation,nature_juridique,sigle,nom_commercial,employeur,entrepreneur_individuel,diffusion_protegee,labels,idcc,tva_intra,etat,signaux_bodacc,siren,siret,naf,adresse,latitude,longitude,email_source,email_perso,autres_emails,autres_dirigeants,a_site,web_fait,date_enrichi,source,ville
JUST'IMMO,B,40,a contacter,,,,,,,,,,,,immobilier,Agences immobilieres,LYON,69005,69,Auvergne-Rhone-Alpes,,,,JEAN-MICHEL MOUTINHO,Président de SAS,ca+15|effectif+10|categorie+5|anciennete+5|dirigeant+5,,https://www.pappers.fr/entreprise/824304323,https://annuaire-entreprises.data.gouv.fr/entreprise/824304323,https://annuaire-entreprises.data.gouv.fr/annonces/824304323,https://annuaire-entreprises.data.gouv.fr/donnees-financieres/824304323,https://annuaire-entreprises.data.gouv.fr/dirigeants/824304323,"https://www.google.com/maps?q=45.756268474,4.8203752963",https://www.google.com/search?q=JUST%27IMMO+LYON,https://news.google.com/search?hl=fr&q=%22JUST%27IMMO%22,https://www.linkedin.com/search/results/companies/?keywords=JUST%27IMMO,https://www.linkedin.com/search/results/people/?keywords=JEAN-MICHEL+MOUTINHO+JUST%27IMMO,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=JUST%27IMMO&ou=LYON,https://www.societe.com/cgi-bin/search?champs=824304323,,,,3-5,2023,PME,1,1,,345375,,12301,2019,10,2016-11-01,SAS,,JUST'IMMO,,non,non,,1527,FR25824304323,active,,824304323,82430432300010,68.31Z,39 RUE DES FARGES 69005 LYON,45.756268474,4.8203752963,,,,,non,non,2026-09-03,sirene,LYON
K & M COMMERCIALISATION,B,40,a contacter,,,,,,,,,,,,immobilier,Agences immobilieres,SAINT-LAURENT-DU-VAR,06700,06,Provence-Alpes-Cote d'Azur,,,,FREDERIC JEAN FRANCOIS SCALETTA,Président de SAS,ca+15|effectif+10|categorie+5|anciennete+5|dirigeant+5,,https://www.pappers.fr/entreprise/493529259,https://annuaire-entreprises.data.gouv.fr/entreprise/493529259,https://annuaire-entreprises.data.gouv.fr/annonces/493529259,https://annuaire-entreprises.data.gouv.fr/donnees-financieres/493529259,https://annuaire-entreprises.data.gouv.fr/dirigeants/493529259,"https://www.google.com/maps?q=43.658206571,7.189674477",https://www.google.com/search?q=K+%26+M+COMMERCIALISATION+SAINT-LAURENT-DU-VAR,https://news.google.com/search?hl=fr&q=%22K+%26+M+COMMERCIALISATION%22,https://www.linkedin.com/search/results/companies/?keywords=K+%26+M+COMMERCIALISATION,https://www.linkedin.com/search/results/people/?keywords=FREDERIC+JEAN+FRANCOIS+SCALETTA+K+%26+M+COMMERCIALISATION,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=K+%26+M+COMMERCIALISATION&ou=SAINT-LAURENT-DU-VAR,https://www.societe.com/cgi-bin/search?champs=493529259,,,,3-5,2023,PME,1,1,,798460,,203844,2022,19,2007-01-02,SAS,,,,non,non,,1527,FR62493529259,active,,493529259,49352925900019,68.31Z,ATOLL BEACH CO K ET M IMMOBILIER 167 PROMENADE DES FLOTS BLEUS 06700 SAINT-LAURENT-DU-VAR,43.658206571,7.189674477,,,,,non,oui,2026-08-05,sirene,SAINT-LAURENT-DU-VAR
KAHUTE,B,40,a contacter,,,,,,,,,,,,immobilier,Agences immobilieres,CHAMPAGNE-AU-MONT-D'OR,69410,69,Auvergne-Rhone-Alpes,,,,GEREMIE PRADINAS,Gérant,ca+15|effectif+10|categorie+5|anciennete+5|dirigeant+5,,https://www.pappers.fr/entreprise/840769889,https://annuaire-entreprises.data.gouv.fr/entreprise/840769889,https://annuaire-entreprises.data.gouv.fr/annonces/840769889,https://annuaire-entreprises.data.gouv.fr/donnees-financieres/840769889,https://annuaire-entreprises.data.gouv.fr/dirigeants/840769889,"https://www.google.com/maps?q=45.798212944,4.7894711474",https://www.google.com/search?q=KAHUTE+CHAMPAGNE-AU-MONT-D%27OR,https://news.google.com/search?hl=fr&q=%22KAHUTE%22,https://www.linkedin.com/search/results/companies/?keywords=KAHUTE,https://www.linkedin.com/search/results/people/?keywords=GEREMIE+PRADINAS+KAHUTE,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=KAHUTE&ou=CHAMPAGNE-AU-MONT-D%27OR,https://www.societe.com/cgi-bin/search?champs=840769889,,,,3-5,2023,PME,1,1,,548738,,102212,2024,8,2018-09-03,SARL,,NESTENN,,non,non,,1527,FR55840769889,active,,840769889,84076988900014,68.31Z,86 - 86 86 AVENUE DE LANESSAN 69410 CHAMPAGNE-AU-MONT-D'OR,45.798212944,4.7894711474,,,,,non,non,2026-09-03,sirene,CHAMPAGNE-AU-MONT-D'OR
KAPITAL CONSEIL,B,40,a contacter,,,,,,,,,,,,immobilier,Agences immobilieres,FRANQUEVILLE-SAINT-PIERRE,76520,76,Normandie,,,,CHARLINE DEVALLEE,Gérant,ca+15|effectif+10|categorie+5|anciennete+5|dirigeant+5,,https://www.pappers.fr/entreprise/522019652,https://annuaire-entreprises.data.gouv.fr/entreprise/522019652,https://annuaire-entreprises.data.gouv.fr/annonces/522019652,https://annuaire-entreprises.data.gouv.fr/donnees-financieres/522019652,https://annuaire-entreprises.data.gouv.fr/dirigeants/522019652,"https://www.google.com/maps?q=49.404290985,1.1600156805",https://www.google.com/search?q=KAPITAL+CONSEIL+FRANQUEVILLE-SAINT-PIERRE,https://news.google.com/search?hl=fr&q=%22KAPITAL+CONSEIL%22,https://www.linkedin.com/search/results/companies/?keywords=KAPITAL+CONSEIL,https://www.linkedin.com/search/results/people/?keywords=CHARLINE+DEVALLEE+KAPITAL+CONSEIL,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=KAPITAL+CONSEIL&ou=FRANQUEVILLE-SAINT-PIERRE,https://www.societe.com/cgi-bin/search?champs=522019652,,,,3-5,2023,PME,1,4,,1661890,,34088,2022,16,2010-04-01,SARL,KC,,,non,non,,,FR79522019652,active,,522019652,52201965200042,68.31Z,2 RUE JEHAN ANGO 76520 FRANQUEVILLE-SAINT-PIERRE,49.404290985,1.1600156805,,,,,non,non,2026-09-05,sirene,FRANQUEVILLE-SAINT-PIERRE
KARINE GIROD IMMOBILIER,B,40,a contacter,,,,,,,,,,,,immobilier,Agences immobilieres,SAINT-PRIEST,69800,69,Auvergne-Rhone-Alpes,,,,KARINE GENEVIEVE GIROD (BALIVET),Gérant,ca+15|effectif+10|categorie+5|anciennete+5|dirigeant+5,,https://www.pappers.fr/entreprise/820151538,https://annuaire-entreprises.data.gouv.fr/entreprise/820151538,https://annuaire-entreprises.data.gouv.fr/annonces/820151538,https://annuaire-entreprises.data.gouv.fr/donnees-financieres/820151538,https://annuaire-entreprises.data.gouv.fr/dirigeants/820151538,"https://www.google.com/maps?q=45.691661698,4.9382495579",https://www.google.com/search?q=KARINE+GIROD+IMMOBILIER+SAINT-PRIEST,https://news.google.com/search?hl=fr&q=%22KARINE+GIROD+IMMOBILIER%22,https://www.linkedin.com/search/results/companies/?keywords=KARINE+GIROD+IMMOBILIER,https://www.linkedin.com/search/results/people/?keywords=KARINE+GENEVIEVE+GIROD+%28BALIVET%29+KARINE+GIROD+IMMOBILIER,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=KARINE+GIROD+IMMOBILIER&ou=SAINT-PRIEST,https://www.societe.com/cgi-bin/search?champs=820151538,,,,6-9,2023,PME,1,1,,464714,,10060,2023,10,2016-05-09,SARL,,AGENCE IMMOBILIERE KARINE GIROD - GIROD IMMOBILIER,,non,non,,1527,FR59820151538,active,,820151538,82015153800015,68.31Z,41 RUE MARECHAL LECLERC 69800 SAINT-PRIEST,45.691661698,4.9382495579,,,,DIDIER JEAN-LOUIS CLAUDE GIROD (Gérant),non,non,2026-09-03,sirene,SAINT-PRIEST
KB GESTION,B,40,a contacter,,,,,,,,,,,,immobilier,Agences immobilieres,LE KREMLIN-BICETRE,94270,94,Ile-de-France,,,,GIMMOH,Président de SAS,ca+15|effectif+10|categorie+5|anciennete+5|dirigeant+5,,https://www.pappers.fr/entreprise/520742065,https://annuaire-entreprises.data.gouv.fr/entreprise/520742065,https://annuaire-entreprises.data.gouv.fr/annonces/520742065,https://annuaire-entreprises.data.gouv.fr/donnees-financieres/520742065,https://annuaire-entreprises.data.gouv.fr/dirigeants/520742065,"https://www.google.com/maps?q=48.8123409249803,2.35826058385296",https://www.google.com/search?q=KB+GESTION+LE+KREMLIN-BICETRE,https://news.google.com/search?hl=fr&q=%22KB+GESTION%22,https://www.linkedin.com/search/results/companies/?keywords=KB+GESTION,https://www.linkedin.com/search/results/people/?keywords=GIMMOH+KB+GESTION,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=KB+GESTION&ou=LE+KREMLIN-BICETRE,https://www.societe.com/cgi-bin/search?champs=520742065,,,,3-5,2023,PME,1,2,,481910,,29856,2017,16,2010-03-04,SAS,,,,non,non,,1527,FR79520742065,active,,520742065,52074206500029,68.31Z,45 RUE DU GENERAL LECLERC 94270 LE KREMLIN-BICETRE,48.8123409249803,2.35826058385296,,,,,non,non,2026-09-05,sirene,LE KREMLIN-BICETRE
KBSO IMMOBILIER,B,40,a contacter,,,,,,,,,,,,immobilier,Agences immobilieres,MONTAUBAN,82000,82,Occitanie,,,,KATHLEEN ANGÉLIQUE ARLETTE TRANIER (MARTIN),Président,ca+15|effectif+10|categorie+5|anciennete+5|dirigeant+5,,https://www.pappers.fr/entreprise/838117836,https://annuaire-entreprises.data.gouv.fr/entreprise/838117836,https://annuaire-entreprises.data.gouv.fr/annonces/838117836,https://annuaire-entreprises.data.gouv.fr/donnees-financieres/838117836,https://annuaire-entreprises.data.gouv.fr/dirigeants/838117836,"https://www.google.com/maps?q=44.015013486,1.3574421833",https://www.google.com/search?q=KBSO+IMMOBILIER+MONTAUBAN,https://news.google.com/search?hl=fr&q=%22KBSO+IMMOBILIER%22,https://www.linkedin.com/search/results/companies/?keywords=KBSO+IMMOBILIER,https://www.linkedin.com/search/results/people/?keywords=KATHLEEN+ANG%C3%89LIQUE+ARLETTE+TRANIER+%28MARTIN%29+KBSO+IMMOBILIER,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=KBSO+IMMOBILIER&ou=MONTAUBAN,https://www.societe.com/cgi-bin/search?champs=838117836,,,,3-5,2023,PME,1,2,,332979,,1313,2024,8,2018-03-01,SAS,,KBS IMMOBILIER,,non,non,,1527,FR30838117836,active,,838117836,83811783600026,68.31Z,115 FAUBOURG LACAPELLE 82000 MONTAUBAN,44.015013486,1.3574421833,,,,JODIE CHARLOTTE MATHAUX (Président de SAS),non,non,2026-09-02,sirene,MONTAUBAN
KPI TRANSACTION,B,40,a contacter,,,,,,,,,,,,immobilier,Agences immobilieres,SAINT-FONS,69190,69,Auvergne-Rhone-Alpes,,,,IRFAN KILINC,Gérant,ca+15|effectif+10|categorie+5|anciennete+5|dirigeant+5,,https://www.pappers.fr/entreprise/823717962,https://annuaire-entreprises.data.gouv.fr/entreprise/823717962,https://annuaire-entreprises.data.gouv.fr/annonces/823717962,https://annuaire-entreprises.data.gouv.fr/donnees-financieres/823717962,https://annuaire-entreprises.data.gouv.fr/dirigeants/823717962,"https://www.google.com/maps?q=45.70689527,4.8552005306",https://www.google.com/search?q=KPI+TRANSACTION+SAINT-FONS,https://news.google.com/search?hl=fr&q=%22KPI+TRANSACTION%22,https://www.linkedin.com/search/results/companies/?keywords=KPI+TRANSACTION,https://www.linkedin.com/search/results/people/?keywords=IRFAN+KILINC+KPI+TRANSACTION,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=KPI+TRANSACTION&ou=SAINT-FONS,https://www.societe.com/cgi-bin/search?champs=823717962,,,,3-5,2023,PME,1,1,,379776,,34937,2019,10,2016-11-09,SARL,,KPI,,non,non,,1527,FR37823717962,active,,823717962,82371796200018,68.31Z,30 AVENUE GABRIEL PERI 69190 SAINT-FONS,45.70689527,4.8552005306,,,,PIERRE-HUBERT GILLES MAURICE PENOT (Gérant),non,non,2026-09-03,sirene,SAINT-FONS
L AGENCE G2,B,40,a contacter,,,,,,,,,,,,immobilier,Agences immobilieres,NIMES,30900,30,Occitanie,,,,ALEXIS JACQUES JEAN-MARIE GUEZ,Gérant,ca+15|effectif+10|categorie+5|anciennete+5|dirigeant+5,,https://www.pappers.fr/entreprise/510684400,https://annuaire-entreprises.data.gouv.fr/entreprise/510684400,https://annuaire-entreprises.data.gouv.fr/annonces/510684400,https://annuaire-entreprises.data.gouv.fr/donnees-financieres/510684400,https://annuaire-entreprises.data.gouv.fr/dirigeants/510684400,"https://www.google.com/maps?q=43.8366579348883,4.35573484553124",https://www.google.com/search?q=L+AGENCE+G2+NIMES,https://news.google.com/search?hl=fr&q=%22L+AGENCE+G2%22,https://www.linkedin.com/search/results/companies/?keywords=L+AGENCE+G2,https://www.linkedin.com/search/results/people/?keywords=ALEXIS+JACQUES+JEAN-MARIE+GUEZ+L+AGENCE+G2,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=L+AGENCE+G2&ou=NIMES,https://www.societe.com/cgi-bin/search?champs=510684400,,,,6-9,2023,PME,1,1,,857232,,101135,2024,17,2009-02-13,SARL,,L'AGENCE,,non,non,,1527,FR01510684400,active,,510684400,51068440000011,68.31Z,2 RUE EMILE JAMAIS 30900 NIMES,43.8366579348883,4.35573484553124,,,,,non,oui,2026-08-31,sirene,NIMES
L IMMOBILIER NOUVEAU,B,40,a contacter,,,,,,,,,,,,immobilier,Agences immobilieres,MAICHE,25120,25,Bourgogne-Franche-Comte,,,,PERSPECTIVES HABITAT,Président de SAS,ca+15|effectif+10|categorie+5|anciennete+5|dirigeant+5,,https://www.pappers.fr/entreprise/522173947,https://annuaire-entreprises.data.gouv.fr/entreprise/522173947,https://annuaire-entreprises.data.gouv.fr/annonces/522173947,https://annuaire-entreprises.data.gouv.fr/donnees-financieres/522173947,https://annuaire-entreprises.data.gouv.fr/dirigeants/522173947,"https://www.google.com/maps?q=47.252617301,6.8012886993",https://www.google.com/search?q=L+IMMOBILIER+NOUVEAU+MAICHE,https://news.google.com/search?hl=fr&q=%22L+IMMOBILIER+NOUVEAU%22,https://www.linkedin.com/search/results/companies/?keywords=L+IMMOBILIER+NOUVEAU,https://www.linkedin.com/search/results/people/?keywords=PERSPECTIVES+HABITAT+L+IMMOBILIER+NOUVEAU,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=L+IMMOBILIER+NOUVEAU&ou=MAICHE,https://www.societe.com/cgi-bin/search?champs=522173947,,,,3-5,2023,PME,1,1,,637390,,97415,2019,16,2010-04-09,SAS,,,,non,non,,1527,FR80522173947,active,,522173947,52217394700014,68.31Z,23 RUE DU GENERAL DE GAULLE 25120 MAICHE,47.252617301,6.8012886993,,,,,non,oui,2026-08-26,sirene,MAICHE
L'AGENCE BRIARDE,B,40,a contacter,,,,,,,,,,,,immobilier,Agences immobilieres,MOUROUX,77120,77,Ile-de-France,,,,VIRGINIE ALEXANDRA STEPHANIE SNAKKERS (BERNARD),Gérant,ca+15|effectif+10|categorie+5|anciennete+5|dirigeant+5,,https://www.pappers.fr/entreprise/479588709,https://annuaire-entreprises.data.gouv.fr/entreprise/479588709,https://annuaire-entreprises.data.gouv.fr/annonces/479588709,https://annuaire-entreprises.data.gouv.fr/donnees-financieres/479588709,https://annuaire-entreprises.data.gouv.fr/dirigeants/479588709,"https://www.google.com/maps?q=48.814053445,3.0716318789",https://www.google.com/search?q=L%27AGENCE+BRIARDE+MOUROUX,https://news.google.com/search?hl=fr&q=%22L%27AGENCE+BRIARDE%22,https://www.linkedin.com/search/results/companies/?keywords=L%27AGENCE+BRIARDE,https://www.linkedin.com/search/results/people/?keywords=VIRGINIE+ALEXANDRA+STEPHANIE+SNAKKERS+%28BERNARD%29+L%27AGENCE+BRIARDE,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=L%27AGENCE+BRIARDE&ou=MOUROUX,https://www.societe.com/cgi-bin/search?champs=479588709,,,,3-5,2023,PME,1,1,,457213,,71804,2018,22,2004-11-22,SARL,,L'AGENCE BRIARDE,,non,non,,1527,FR59479588709,active,,479588709,47958870900010,68.31Z,1480 B AVENUE DE PARIS 77120 MOUROUX,48.814053445,3.0716318789,,,,OLIVIER SNAKKERS (Gérant),non,non,2026-09-05,sirene,MOUROUX
L'AGENCE BY GMB,B,40,a contacter,,,,,,,,,,,,immobilier,Agences immobilieres,BAIE-MAHAULT,97122,971,Guadeloupe,,,,ANGELIQUE MARIE-GERARD CHAULET (BRIZARD),Président de SAS,ca+15|effectif+10|categorie+5|anciennete+5|dirigeant+5,,https://www.pappers.fr/entreprise/493400956,https://annuaire-entreprises.data.gouv.fr/entreprise/493400956,https://annuaire-entreprises.data.gouv.fr/annonces/493400956,https://annuaire-entreprises.data.gouv.fr/donnees-financieres/493400956,https://annuaire-entreprises.data.gouv.fr/dirigeants/493400956,"https://www.google.com/maps?q=16.2346274515628,-61.557647088719",https://www.google.com/search?q=L%27AGENCE+BY+GMB+BAIE-MAHAULT,https://news.google.com/search?hl=fr&q=%22L%27AGENCE+BY+GMB%22,https://www.linkedin.com/search/results/companies/?keywords=L%27AGENCE+BY+GMB,https://www.linkedin.com/search/results/people/?keywords=ANGELIQUE+MARIE-GERARD+CHAULET+%28BRIZARD%29+L%27AGENCE+BY+GMB,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=L%27AGENCE+BY+GMB&ou=BAIE-MAHAULT,https://www.societe.com/cgi-bin/search?champs=493400956,,,,3-5,2023,PME,1,1,,323234,,-13374,2022,20,2006-09-28,SAS,,L'AGENCE,,non,non,,9999,FR49493400956,active,,493400956,49340095600014,68.31Z,IMMEUBLE GMB -  ZI DE JARRY 530 RUE DE LA CHAPELLE 97122 BAIE-MAHAULT,16.2346274515628,-61.557647088719,,,,,non,non,2026-09-05,sirene,BAIE-MAHAULT
L'AGENCE IMMOBILIERE,B,40,a contacter,,,,,,,,,,,,immobilier,Agences immobilieres,TOULOUSE,31400,31,Occitanie,,,,GREGORY BONNET,Gérant,ca+15|effectif+10|categorie+5|anciennete+5|dirigeant+5,,https://www.pappers.fr/entreprise/800561474,https://annuaire-entreprises.data.gouv.fr/entreprise/800561474,https://annuaire-entreprises.data.gouv.fr/annonces/800561474,https://annuaire-entreprises.data.gouv.fr/donnees-financieres/800561474,https://annuaire-entreprises.data.gouv.fr/dirigeants/800561474,"https://www.google.com/maps?q=43.586403531,1.4639819494",https://www.google.com/search?q=L%27AGENCE+IMMOBILIERE+TOULOUSE,https://news.google.com/search?hl=fr&q=%22L%27AGENCE+IMMOBILIERE%22,https://www.linkedin.com/search/results/companies/?keywords=L%27AGENCE+IMMOBILIERE,https://www.linkedin.com/search/results/people/?keywords=GREGORY+BONNET+L%27AGENCE+IMMOBILIERE,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=L%27AGENCE+IMMOBILIERE&ou=TOULOUSE,https://www.societe.com/cgi-bin/search?champs=800561474,,,,3-5,2023,PME,1,1,,445047,,61947,2020,12,2014-02-20,SARL,,,,non,non,,1527,FR33800561474,active,,800561474,80056147400019,68.31Z,31 AVENUE ANTOINE DE SAINT EXUPERY 31400 TOULOUSE,43.586403531,1.4639819494,,,,,non,non,2026-09-02,sirene,TOULOUSE
L'AGENCE ROXIM,B,40,a contacter,,,,,,,,,,,,immobilier,Agences immobilieres,MONTPELLIER,34090,34,Occitanie,,,,DELPHINE MARIE-HELENE SABATIER,Gérant,ca+15|effectif+10|categorie+5|anciennete+5|dirigeant+5,,https://www.pappers.fr/entreprise/499934420,https://annuaire-entreprises.data.gouv.fr/entreprise/499934420,https://annuaire-entreprises.data.gouv.fr/annonces/499934420,https://annuaire-entreprises.data.gouv.fr/donnees-financieres/499934420,https://annuaire-entreprises.data.gouv.fr/dirigeants/499934420,"https://www.google.com/maps?q=43.6302144428299,3.88701799296365",https://www.google.com/search?q=L%27AGENCE+ROXIM+MONTPELLIER,https://news.google.com/search?hl=fr&q=%22L%27AGENCE+ROXIM%22,https://www.linkedin.com/search/results/companies/?keywords=L%27AGENCE+ROXIM,https://www.linkedin.com/search/results/people/?keywords=DELPHINE+MARIE-HELENE+SABATIER+L%27AGENCE+ROXIM,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=L%27AGENCE+ROXIM&ou=MONTPELLIER,https://www.societe.com/cgi-bin/search?champs=499934420,,,,3-5,2023,PME,1,2,,604806,,121019,2024,19,2007-09-03,SARL,,,,non,non,,1527,FR39499934420,active,,499934420,49993442000021,68.31Z,ESPACE CLUB 7 448 RUE DE LA ROQUETURIERE 34090 MONTPELLIER,43.6302144428299,3.88701799296365,,,,,non,non,2026-09-02,sirene,MONTPELLIER
L'AGENCE VALENTIN,B,40,a contacter,,,,,,,,,,,,immobilier,Agences immobilieres,METZ,57000,57,Grand Est,,,,VALENTIN PLANTON,Gérant,ca+15|effectif+10|categorie+5|anciennete+5|dirigeant+5,,https://www.pappers.fr/entreprise/840090773,https://annuaire-entreprises.data.gouv.fr/entreprise/840090773,https://annuaire-entreprises.data.gouv.fr/annonces/840090773,https://annuaire-entreprises.data.gouv.fr/donnees-financieres/840090773,https://annuaire-entreprises.data.gouv.fr/dirigeants/840090773,"https://www.google.com/maps?q=49.100325827,6.172450687",https://www.google.com/search?q=L%27AGENCE+VALENTIN+METZ,https://news.google.com/search?hl=fr&q=%22L%27AGENCE+VALENTIN%22,https://www.linkedin.com/search/results/companies/?keywords=L%27AGENCE+VALENTIN,https://www.linkedin.com/search/results/people/?keywords=VALENTIN+PLANTON+L%27AGENCE+VALENTIN,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=L%27AGENCE+VALENTIN&ou=METZ,https://www.societe.com/cgi-bin/search?champs=840090773,,,,3-5,2023,PME,1,3,,497384,,-32991,2024,8,2018-05-22,SARL,,,,non,non,,1527,FR95840090773,active,,840090773,84009077300028,68.31Z,18 RUE SAINT-LIVIER 57000 METZ,49.100325827,6.172450687,,,,,non,non,2026-09-02,sirene,METZ
L'IMMOBILIERE +,B,40,a contacter,,,,,,,,,,,,immobilier,Agences immobilieres,LORIENT,56100,56,Bretagne,,,,KENTEL,Président de SAS,ca+15|effectif+10|categorie+5|anciennete+5|dirigeant+5,,https://www.pappers.fr/entreprise/408963213,https://annuaire-entreprises.data.gouv.fr/entreprise/408963213,https://annuaire-entreprises.data.gouv.fr/annonces/408963213,https://annuaire-entreprises.data.gouv.fr/donnees-financieres/408963213,https://annuaire-entreprises.data.gouv.fr/dirigeants/408963213,"https://www.google.com/maps?q=47.748266602,-3.359502596",https://www.google.com/search?q=L%27IMMOBILIERE+%2B+LORIENT,https://news.google.com/search?hl=fr&q=%22L%27IMMOBILIERE+%2B%22,https://www.linkedin.com/search/results/companies/?keywords=L%27IMMOBILIERE+%2B,https://www.linkedin.com/search/results/people/?keywords=KENTEL+L%27IMMOBILIERE+%2B,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=L%27IMMOBILIERE+%2B&ou=LORIENT,https://www.societe.com/cgi-bin/search?champs=408963213,,,,3-5,2023,PME,1,2,,330395,,-12845,2020,30,1996-09-10,SAS,,L'IMMOBILIERE +,,non,non,,1527,FR89408963213,active,,408963213,40896321300025,68.31Z,26 RUE DES FONTAINES 56100 LORIENT,47.748266602,-3.359502596,,,,,non,non,2026-09-02,sirene,LORIENT
L'IMMOBILIERE DE GESTION,B,40,a contacter,,,,,,,,,,,,immobilier,Agences immobilieres,PUTEAUX,92800,92,Ile-de-France,,,,SH PARTICIPATIONS,Président de SAS,ca+15|effectif+10|categorie+5|anciennete+5|dirigeant+5,,https://www.pappers.fr/entreprise/500838123,https://annuaire-entreprises.data.gouv.fr/entreprise/500838123,https://annuaire-entreprises.data.gouv.fr/annonces/500838123,https://annuaire-entreprises.data.gouv.fr/donnees-financieres/500838123,https://annuaire-entreprises.data.gouv.fr/dirigeants/500838123,"https://www.google.com/maps?q=48.8799803742636,2.23976527810123",https://www.google.com/search?q=L%27IMMOBILIERE+DE+GESTION+PUTEAUX,https://news.google.com/search?hl=fr&q=%22L%27IMMOBILIERE+DE+GESTION%22,https://www.linkedin.com/search/results/companies/?keywords=L%27IMMOBILIERE+DE+GESTION,https://www.linkedin.com/search/results/people/?keywords=SH+PARTICIPATIONS+L%27IMMOBILIERE+DE+GESTION,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=L%27IMMOBILIERE+DE+GESTION&ou=PUTEAUX,https://www.societe.com/cgi-bin/search?champs=500838123,,,,3-5,2023,PME,1,3,,306086,,9750,2018,19,2007-10-29,SAS,,,,non,non,,1527,FR95500838123,active,,500838123,50083812300031,68.31Z,36 BOULEVARD RICHARD WALLACE 92800 PUTEAUX,48.8799803742636,2.23976527810123,,,,,non,non,2026-09-05,sirene,PUTEAUX
L'IMMOBILIERE DE RUEIL,B,40,a contacter,,,,,,,,,,,,immobilier,Agences immobilieres,RUEIL-MALMAISON,92500,92,Ile-de-France,,,,SG PATRIMOINE,Président de SAS,ca+15|effectif+10|categorie+5|anciennete+5|dirigeant+5,,https://www.pappers.fr/entreprise/832740120,https://annuaire-entreprises.data.gouv.fr/entreprise/832740120,https://annuaire-entreprises.data.gouv.fr/annonces/832740120,https://annuaire-entreprises.data.gouv.fr/donnees-financieres/832740120,https://annuaire-entreprises.data.gouv.fr/dirigeants/832740120,"https://www.google.com/maps?q=48.879133202,2.1796334522",https://www.google.com/search?q=L%27IMMOBILIERE+DE+RUEIL+RUEIL-MALMAISON,https://news.google.com/search?hl=fr&q=%22L%27IMMOBILIERE+DE+RUEIL%22,https://www.linkedin.com/search/results/companies/?keywords=L%27IMMOBILIERE+DE+RUEIL,https://www.linkedin.com/search/results/people/?keywords=SG+PATRIMOINE+L%27IMMOBILIERE+DE+RUEIL,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=L%27IMMOBILIERE+DE+RUEIL&ou=RUEIL-MALMAISON,https://www.societe.com/cgi-bin/search?champs=832740120,,,,3-5,2023,PME,1,1,,535465,,49774,2020,9,2017-10-11,SAS,,,,non,non,,1527,FR19832740120,active,,832740120,83274012000015,68.31Z,2 AVENUE GEORGES CLEMENCEAU 92500 RUEIL-MALMAISON,48.879133202,2.1796334522,,,,,non,non,2026-09-05,sirene,RUEIL-MALMAISON
