nom,tier,score,statut,date_contact,canal,date_relance,notes,produit,montant_vendu,date_vente,paye,montant_encaisse,commission,statut_livraison,type,libelle,commune,cp,departement,region,telephone,email,email_status,dirigeant,qualite,raisons,lien_site,lien_pappers,lien_annuaire,lien_annonces,lien_finances,lien_dirigeants,lien_maps,lien_google,lien_google_news,lien_linkedin_rech,lien_linkedin_dirigeant,lien_pagesjaunes,lien_societe,lien_trustpilot,linkedin,domain,effectif,annee_effectif,categorie,nb_etablissements_ouverts,nb_etablissements,communes_etablissements,ca,ca_prev,resultat_net,annee_finances,anciennete,date_creation,nature_juridique,sigle,nom_commercial,employeur,entrepreneur_individuel,diffusion_protegee,labels,idcc,tva_intra,etat,signaux_bodacc,siren,siret,naf,adresse,latitude,longitude,email_source,email_perso,autres_emails,autres_dirigeants,a_site,web_fait,date_enrichi,source,ville
SILEX FRANCE,B,41,a contacter,,,,,,,,,,,,saas_web,Programmation informatique,VINCENNES,94300,94,Ile-de-France,,,,NICOLAS BRIDEY,Président de SAS,site+8|effectif+10|categorie+5|multi-sites+8|anciennete+5|dirigeant+5,https://silex.eu,https://www.pappers.fr/entreprise/802375022,https://annuaire-entreprises.data.gouv.fr/entreprise/802375022,https://annuaire-entreprises.data.gouv.fr/annonces/802375022,https://annuaire-entreprises.data.gouv.fr/donnees-financieres/802375022,https://annuaire-entreprises.data.gouv.fr/dirigeants/802375022,"https://www.google.com/maps?q=48.8458330772925,2.42632938685035",https://www.google.com/search?q=SILEX+FRANCE+VINCENNES,https://news.google.com/search?hl=fr&q=%22SILEX+FRANCE%22,https://www.linkedin.com/search/results/companies/?keywords=SILEX+FRANCE,https://www.linkedin.com/search/results/people/?keywords=NICOLAS+BRIDEY+SILEX+FRANCE,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=SILEX+FRANCE&ou=VINCENNES,https://www.societe.com/cgi-bin/search?champs=802375022,https://fr.trustpilot.com/review/silex.eu,,silex.eu,10-19,2023,PME,2,7,,,,-593449,2023,12,2014-05-05,SAS,,,,non,non,,1486,FR44802375022,active,,802375022,80237502200075,62.01Z,CX 94306 112 AVENUE DE PARIS 94300 VINCENNES,48.8458330772925,2.42632938685035,,,,QUENTIN JAMES JOSEPH FOURNELA (Directeur Général),oui,oui,2026-08-05,sirene,VINCENNES
TYNDALL FX,B,41,a contacter,,,,,,,,,,,,saas_web,Programmation informatique,MANDELIEU-LA-NAPOULE,06210,06,Provence-Alpes-Cote d'Azur,,,,LIONEL ROBERT BOUCHARD,Président de SAS,site+8|effectif+10|categorie+5|multi-sites+8|anciennete+5|dirigeant+5,https://tyndallfx.com,https://www.pappers.fr/entreprise/948609573,https://annuaire-entreprises.data.gouv.fr/entreprise/948609573,https://annuaire-entreprises.data.gouv.fr/annonces/948609573,https://annuaire-entreprises.data.gouv.fr/donnees-financieres/948609573,https://annuaire-entreprises.data.gouv.fr/dirigeants/948609573,"https://www.google.com/maps?q=43.532668096,6.9303674511",https://www.google.com/search?q=TYNDALL+FX+MANDELIEU-LA-NAPOULE,https://news.google.com/search?hl=fr&q=%22TYNDALL+FX%22,https://www.linkedin.com/search/results/companies/?keywords=TYNDALL+FX,https://www.linkedin.com/search/results/people/?keywords=LIONEL+ROBERT+BOUCHARD+TYNDALL+FX,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=TYNDALL+FX&ou=MANDELIEU-LA-NAPOULE,https://www.societe.com/cgi-bin/search?champs=948609573,https://fr.trustpilot.com/review/tyndallfx.com,,tyndallfx.com,3-5,2023,PME,2,3,,,,,,3,2023-02-01,SAS,,,,non,non,,,FR51948609573,active,,948609573,94860957300019,62.01Z,35 BOULEVARD DES PRINCES 06210 MANDELIEU-LA-NAPOULE,43.532668096,6.9303674511,,,,RAOUL RAUL MALLART (Directeur Général),oui,oui,2026-08-05,sirene,MANDELIEU-LA-NAPOULE
ALWAN COLOR EXPERTISE,B,40,a contacter,,,,,,,,,,,,saas_web,Programmation informatique,SAINTE-FOY-LES-LYON,69110,69,Auvergne-Rhone-Alpes,,,,ELIE KHOURY,Président de SAS,ca+15|effectif+10|categorie+5|anciennete+5|dirigeant+5,,https://www.pappers.fr/entreprise/414558635,https://annuaire-entreprises.data.gouv.fr/entreprise/414558635,https://annuaire-entreprises.data.gouv.fr/annonces/414558635,https://annuaire-entreprises.data.gouv.fr/donnees-financieres/414558635,https://annuaire-entreprises.data.gouv.fr/dirigeants/414558635,"https://www.google.com/maps?q=45.734591423,4.7894578934",https://www.google.com/search?q=ALWAN+COLOR+EXPERTISE+SAINTE-FOY-LES-LYON,https://news.google.com/search?hl=fr&q=%22ALWAN+COLOR+EXPERTISE%22,https://www.linkedin.com/search/results/companies/?keywords=ALWAN+COLOR+EXPERTISE,https://www.linkedin.com/search/results/people/?keywords=ELIE+KHOURY+ALWAN+COLOR+EXPERTISE,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=ALWAN+COLOR+EXPERTISE&ou=SAINTE-FOY-LES-LYON,https://www.societe.com/cgi-bin/search?champs=414558635,,,,3-5,2023,PME,1,4,,527127,,-65382,2022,29,1997-11-10,SAS,,,,non,non,,1486,FR20414558635,active,,414558635,41455863500044,62.01Z,5 ALLEE ALBAN VISTEL 69110 SAINTE-FOY-LES-LYON,45.734591423,4.7894578934,,,,,non,oui,2026-08-08,sirene,SAINTE-FOY-LES-LYON
BE - WARE - INFORMATIQUE,B,40,a contacter,,,,,,,,,,,,saas_web,Edition de logiciels applicatifs,SAINT-QUENTIN,02100,02,Hauts-de-France,,,,ANTOINE BERTON (BERTON),Gérant,ca+15|effectif+10|categorie+5|anciennete+5|dirigeant+5,,https://www.pappers.fr/entreprise/488435215,https://annuaire-entreprises.data.gouv.fr/entreprise/488435215,https://annuaire-entreprises.data.gouv.fr/annonces/488435215,https://annuaire-entreprises.data.gouv.fr/donnees-financieres/488435215,https://annuaire-entreprises.data.gouv.fr/dirigeants/488435215,"https://www.google.com/maps?q=49.8448523121029,3.27842447447768",https://www.google.com/search?q=BE+-+WARE+-+INFORMATIQUE+SAINT-QUENTIN,https://news.google.com/search?hl=fr&q=%22BE+-+WARE+-+INFORMATIQUE%22,https://www.linkedin.com/search/results/companies/?keywords=BE+-+WARE+-+INFORMATIQUE,https://www.linkedin.com/search/results/people/?keywords=ANTOINE+BERTON+%28BERTON%29+BE+-+WARE+-+INFORMATIQUE,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=BE+-+WARE+-+INFORMATIQUE&ou=SAINT-QUENTIN,https://www.societe.com/cgi-bin/search?champs=488435215,,,,10-19,2023,PME,1,3,,1306362,,89375,2024,20,2006-03-01,SARL,,,,non,non,,1486,FR86488435215,active,,488435215,48843521500030,58.29C,74 B BOULEVARD HENRI MARTIN 02100 SAINT-QUENTIN,49.8448523121029,3.27842447447768,,,,,non,oui,2026-08-02,sirene,SAINT-QUENTIN
CLICKTEAM,B,40,a contacter,,,,,,,,,,,,saas_web,Programmation informatique,CHAVILLE,92370,92,Ile-de-France,,hello@clickteam.net,mx_ok,YVES LAMOUREUX,Directeur Général,email+20|effectif+10|categorie+5|dirigeant+5,https://clickteam.net,https://www.pappers.fr/entreprise/401889621,https://annuaire-entreprises.data.gouv.fr/entreprise/401889621,https://annuaire-entreprises.data.gouv.fr/annonces/401889621,https://annuaire-entreprises.data.gouv.fr/donnees-financieres/401889621,https://annuaire-entreprises.data.gouv.fr/dirigeants/401889621,"https://www.google.com/maps?q=48.8120133306473,2.19101242062099",https://www.google.com/search?q=CLICKTEAM+CHAVILLE,https://news.google.com/search?hl=fr&q=%22CLICKTEAM%22,https://www.linkedin.com/search/results/companies/?keywords=CLICKTEAM,https://www.linkedin.com/search/results/people/?keywords=YVES+LAMOUREUX+CLICKTEAM,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=CLICKTEAM&ou=CHAVILLE,https://www.societe.com/cgi-bin/search?champs=401889621,https://fr.trustpilot.com/review/clickteam.net,,clickteam.net,3-5,2023,PME,1,8,,298573,,-211033,2025,31,1995-07-21,SAS,,,,non,non,,1486,FR03401889621,active,,401889621,40188962100082,62.01Z,5 SENTE LA FRANCE 92370 CHAVILLE,48.8120133306473,2.19101242062099,site-generique,non,,FRANCIS MARCEL POULAIN (Président de SAS),oui,oui,2026-08-01,sirene,CHAVILLE
CREO IGNEM,B,40,a contacter,,,,,,,,,,,,saas_web,Edition de logiciels applicatifs,ANZIN,59410,59,Hauts-de-France,,,,MICKAEL CARBENAY,Gérant,ca+15|effectif+10|categorie+5|anciennete+5|dirigeant+5,,https://www.pappers.fr/entreprise/478229636,https://annuaire-entreprises.data.gouv.fr/entreprise/478229636,https://annuaire-entreprises.data.gouv.fr/annonces/478229636,https://annuaire-entreprises.data.gouv.fr/donnees-financieres/478229636,https://annuaire-entreprises.data.gouv.fr/dirigeants/478229636,"https://www.google.com/maps?q=50.3744961457008,3.51817177085812",https://www.google.com/search?q=CREO+IGNEM+ANZIN,https://news.google.com/search?hl=fr&q=%22CREO+IGNEM%22,https://www.linkedin.com/search/results/companies/?keywords=CREO+IGNEM,https://www.linkedin.com/search/results/people/?keywords=MICKAEL+CARBENAY+CREO+IGNEM,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=CREO+IGNEM&ou=ANZIN,https://www.societe.com/cgi-bin/search?champs=478229636,,,,6-9,2023,PME,1,2,,360556,,-635,2021,22,2004-08-01,SARL,,ALTAZION,,non,non,,1486,FR41478229636,active,,478229636,47822963600020,58.29C,80 AVENUE ROLAND MORENO 59410 ANZIN,50.3744961457008,3.51817177085812,,,,,non,oui,2026-08-02,sirene,ANZIN
DC2,B,40,a contacter,,,,,,,,,,,,saas_web,Programmation informatique,TROYES,10000,10,Grand Est,,,,MARVIN CHAZELON PERSONAL GROUP,Président de SAS,ca+15|effectif+10|categorie+5|anciennete+5|dirigeant+5,,https://www.pappers.fr/entreprise/518673561,https://annuaire-entreprises.data.gouv.fr/entreprise/518673561,https://annuaire-entreprises.data.gouv.fr/annonces/518673561,https://annuaire-entreprises.data.gouv.fr/donnees-financieres/518673561,https://annuaire-entreprises.data.gouv.fr/dirigeants/518673561,"https://www.google.com/maps?q=48.2956685342936,4.07679097808343",https://www.google.com/search?q=DC2+TROYES,https://news.google.com/search?hl=fr&q=%22DC2%22,https://www.linkedin.com/search/results/companies/?keywords=DC2,https://www.linkedin.com/search/results/people/?keywords=MARVIN+CHAZELON+PERSONAL+GROUP+DC2,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=DC2&ou=TROYES,https://www.societe.com/cgi-bin/search?champs=518673561,,,,6-9,2023,PME,1,3,,469513,,121889,2020,17,2009-12-08,SAS,,AGENCE WEBUP,,non,non,,1486,FR45518673561,active,,518673561,51867356100032,62.01Z,8 RUE RAYMOND POINCARE 10000 TROYES,48.2956685342936,4.07679097808343,,,,,non,oui,2026-08-09,sirene,TROYES
E.A.S-INGENIERIE,B,40,a contacter,,,,,,,,,,,,saas_web,Programmation informatique,CANNES,06150,06,Provence-Alpes-Cote d'Azur,,,,ERIC MENARDI,Président de SAS,ca+15|effectif+10|categorie+5|anciennete+5|dirigeant+5,,https://www.pappers.fr/entreprise/519731517,https://annuaire-entreprises.data.gouv.fr/entreprise/519731517,https://annuaire-entreprises.data.gouv.fr/annonces/519731517,https://annuaire-entreprises.data.gouv.fr/donnees-financieres/519731517,https://annuaire-entreprises.data.gouv.fr/dirigeants/519731517,"https://www.google.com/maps?q=43.5586643856749,6.96099135664504",https://www.google.com/search?q=E.A.S-INGENIERIE+CANNES,https://news.google.com/search?hl=fr&q=%22E.A.S-INGENIERIE%22,https://www.linkedin.com/search/results/companies/?keywords=E.A.S-INGENIERIE,https://www.linkedin.com/search/results/people/?keywords=ERIC+MENARDI+E.A.S-INGENIERIE,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=E.A.S-INGENIERIE&ou=CANNES,https://www.societe.com/cgi-bin/search?champs=519731517,,,,3-5,2023,PME,1,1,,480168,,14686,2024,16,2010-01-02,SAS,,ANTELEC-CANNES,,non,non,,"1486, 9999",FR73519731517,active,,519731517,51973151700016,62.01Z,83 B AVENUE MAURICE CHEVALIER 06150 CANNES,43.5586643856749,6.96099135664504,,,,,non,oui,2026-08-07,sirene,CANNES
FAUCONNET INGENIERIE,B,40,a contacter,,,,,,,,,,,,saas_web,Edition de logiciels applicatifs,AIX-VILLEMAUR-PALIS,10160,10,Grand Est,,,,JEROME FAUCONNET,Président de SAS,ca+15|effectif+10|categorie+5|dirigeant+5|labels+5,,https://www.pappers.fr/entreprise/390734101,https://annuaire-entreprises.data.gouv.fr/entreprise/390734101,https://annuaire-entreprises.data.gouv.fr/annonces/390734101,https://annuaire-entreprises.data.gouv.fr/donnees-financieres/390734101,https://annuaire-entreprises.data.gouv.fr/dirigeants/390734101,"https://www.google.com/maps?q=48.212608124,3.7402700861",https://www.google.com/search?q=FAUCONNET+INGENIERIE+AIX-VILLEMAUR-PALIS,https://news.google.com/search?hl=fr&q=%22FAUCONNET+INGENIERIE%22,https://www.linkedin.com/search/results/companies/?keywords=FAUCONNET+INGENIERIE,https://www.linkedin.com/search/results/people/?keywords=JEROME+FAUCONNET+FAUCONNET+INGENIERIE,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=FAUCONNET+INGENIERIE&ou=AIX-VILLEMAUR-PALIS,https://www.societe.com/cgi-bin/search?champs=390734101,,,,10-19,2023,PME,1,2,,2628319,,70301,2024,33,1993-01-01,SAS,FISA,,,non,non,"Qualiopi, Organisme de formation",1486,FR92390734101,active,,390734101,39073410100020,58.29C,2 RTE DES CORNEES 10160 AIX-VILLEMAUR-PALIS,48.212608124,3.7402700861,,,,OLIVIER FAUCONNET (Directeur Général),non,oui,2026-08-09,sirene,AIX-VILLEMAUR-PALIS
HIVE COMPUTING SERVICES SAS,B,40,a contacter,,,,,,,,,,,,saas_web,Portails Internet,CANNES,06150,06,Provence-Alpes-Cote d'Azur,,,,HIVE COMPUTING SERVICES SA,Président de SAS,ca+15|effectif+10|categorie+5|anciennete+5|dirigeant+5,,https://www.pappers.fr/entreprise/915285241,https://annuaire-entreprises.data.gouv.fr/entreprise/915285241,https://annuaire-entreprises.data.gouv.fr/annonces/915285241,https://annuaire-entreprises.data.gouv.fr/donnees-financieres/915285241,https://annuaire-entreprises.data.gouv.fr/dirigeants/915285241,"https://www.google.com/maps?q=43.5512065184247,6.96058494113705",https://www.google.com/search?q=HIVE+COMPUTING+SERVICES+SAS+CANNES,https://news.google.com/search?hl=fr&q=%22HIVE+COMPUTING+SERVICES+SAS%22,https://www.linkedin.com/search/results/companies/?keywords=HIVE+COMPUTING+SERVICES+SAS,https://www.linkedin.com/search/results/people/?keywords=HIVE+COMPUTING+SERVICES+SA+HIVE+COMPUTING+SERVICES+SAS,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=HIVE+COMPUTING+SERVICES+SAS&ou=CANNES,https://www.societe.com/cgi-bin/search?champs=915285241,,,,20-49,2023,PME,1,1,,3781178,,5972,2023,4,2022-07-05,SAS,,,,non,non,,1486,FR08915285241,active,,915285241,91528524100013,63.12Z,PEPINIERE CREACANNES 11 AVENUE MAURICE CHEVALIER 06150 CANNES,43.5512065184247,6.96058494113705,,,,,non,oui,2026-08-07,sirene,CANNES
ISILOG,B,40,a contacter,,,,,,,,,,,,saas_web,Edition de logiciels applicatifs,SAINT-HERBLAIN,44800,44,Pays de la Loire,,,,ERWAN BAGLIONE,Président du conseil d’administration,ca+15|effectif+10|categorie+5|dirigeant+5|labels+5,,https://www.pappers.fr/entreprise/389080060,https://annuaire-entreprises.data.gouv.fr/entreprise/389080060,https://annuaire-entreprises.data.gouv.fr/annonces/389080060,https://annuaire-entreprises.data.gouv.fr/donnees-financieres/389080060,https://annuaire-entreprises.data.gouv.fr/dirigeants/389080060,"https://www.google.com/maps?q=47.229537691,-1.651746763",https://www.google.com/search?q=ISILOG+SAINT-HERBLAIN,https://news.google.com/search?hl=fr&q=%22ISILOG%22,https://www.linkedin.com/search/results/companies/?keywords=ISILOG,https://www.linkedin.com/search/results/people/?keywords=ERWAN+BAGLIONE+ISILOG,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=ISILOG&ou=SAINT-HERBLAIN,https://www.societe.com/cgi-bin/search?champs=389080060,,,,50-99,2023,PME,1,7,,9293115,,858236,2024,34,1992-11-04,SA,,,,non,non,"Qualiopi, Organisme de formation","1486, 9999",FR04389080060,active,,389080060,38908006000079,58.29C,ZAC DE LA LORIE 8 RUE SACCO ET VANZETTI 44800 SAINT-HERBLAIN,47.229537691,-1.651746763,,,,CÉCILE PASCALE BAGLIONE (MORIVAL) (Administrateur); REMY PICARD (Commissaire aux comptes suppléant); PLAN B (Administrateur); BECOUZE (Commissaire aux comptes titulaire),non,oui,2026-08-05,sirene,SAINT-HERBLAIN
M-FILES HUBSHARE,B,40,a contacter,,,,,,,,,,,,saas_web,Programmation informatique,BEZANNES,51430,51,Grand Est,,,,CHRISTIAN ALEXANDER HABENSTEIN,Président de SAS,ca+15|effectif+10|categorie+5|anciennete+5|dirigeant+5,,https://www.pappers.fr/entreprise/414306993,https://annuaire-entreprises.data.gouv.fr/entreprise/414306993,https://annuaire-entreprises.data.gouv.fr/annonces/414306993,https://annuaire-entreprises.data.gouv.fr/donnees-financieres/414306993,https://annuaire-entreprises.data.gouv.fr/dirigeants/414306993,"https://www.google.com/maps?q=49.2140934156053,3.99945792756418",https://www.google.com/search?q=M-FILES+HUBSHARE+BEZANNES,https://news.google.com/search?hl=fr&q=%22M-FILES+HUBSHARE%22,https://www.linkedin.com/search/results/companies/?keywords=M-FILES+HUBSHARE,https://www.linkedin.com/search/results/people/?keywords=CHRISTIAN+ALEXANDER+HABENSTEIN+M-FILES+HUBSHARE,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=M-FILES+HUBSHARE&ou=BEZANNES,https://www.societe.com/cgi-bin/search?champs=414306993,,,,20-49,2023,PME,1,10,,3232350,,520819,2024,29,1997-10-27,SAS,,,,non,non,,1486,FR45414306993,active,,414306993,41430699300109,62.01Z,18 RUE RENE CASSIN 51430 BEZANNES,49.2140934156053,3.99945792756418,,,,,non,oui,2026-08-02,sirene,BEZANNES
NET SOLUTION PARTNER,B,40,a contacter,,,,,,,,,,,,saas_web,Programmation informatique,VALBONNE,06560,06,Provence-Alpes-Cote d'Azur,,,,JULIEN MUSSO,Gérant,ca+15|effectif+10|categorie+5|anciennete+5|dirigeant+5,,https://www.pappers.fr/entreprise/424727048,https://annuaire-entreprises.data.gouv.fr/entreprise/424727048,https://annuaire-entreprises.data.gouv.fr/annonces/424727048,https://annuaire-entreprises.data.gouv.fr/donnees-financieres/424727048,https://annuaire-entreprises.data.gouv.fr/dirigeants/424727048,"https://www.google.com/maps?q=43.6276227143179,7.05216357245371",https://www.google.com/search?q=NET+SOLUTION+PARTNER+VALBONNE,https://news.google.com/search?hl=fr&q=%22NET+SOLUTION+PARTNER%22,https://www.linkedin.com/search/results/companies/?keywords=NET+SOLUTION+PARTNER,https://www.linkedin.com/search/results/people/?keywords=JULIEN+MUSSO+NET+SOLUTION+PARTNER,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=NET+SOLUTION+PARTNER&ou=VALBONNE,https://www.societe.com/cgi-bin/search?champs=424727048,,,,10-19,2023,PME,1,4,,448013,,127798,2017,27,1999-10-15,SARL,,SMARTPROFILE,,non,non,,1486,FR20424727048,active,,424727048,42472704800045,62.01Z,1 TRAVERSE DES BRUCS 06560 VALBONNE,43.6276227143179,7.05216357245371,,,,,non,oui,2026-08-07,sirene,VALBONNE
PROVENCE GRAPHISME INFORMATIQUE,B,40,a contacter,,,,,,,,,,,,saas_web,Edition de logiciels applicatifs,MANOSQUE,04100,04,Provence-Alpes-Cote d'Azur,,,,RAPHAEL BERNARD JULIEN,Président de SAS,ca+15|effectif+10|categorie+5|anciennete+5|dirigeant+5,,https://www.pappers.fr/entreprise/438403396,https://annuaire-entreprises.data.gouv.fr/entreprise/438403396,https://annuaire-entreprises.data.gouv.fr/annonces/438403396,https://annuaire-entreprises.data.gouv.fr/donnees-financieres/438403396,https://annuaire-entreprises.data.gouv.fr/dirigeants/438403396,"https://www.google.com/maps?q=43.799377105,5.8173646323",https://www.google.com/search?q=PROVENCE+GRAPHISME+INFORMATIQUE+MANOSQUE,https://news.google.com/search?hl=fr&q=%22PROVENCE+GRAPHISME+INFORMATIQUE%22,https://www.linkedin.com/search/results/companies/?keywords=PROVENCE+GRAPHISME+INFORMATIQUE,https://www.linkedin.com/search/results/people/?keywords=RAPHAEL+BERNARD+JULIEN+PROVENCE+GRAPHISME+INFORMATIQUE,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=PROVENCE+GRAPHISME+INFORMATIQUE&ou=MANOSQUE,https://www.societe.com/cgi-bin/search?champs=438403396,,,,10-19,2023,PME,1,4,,1446086,,179809,2023,25,2001-07-01,SAS,PGI,,,non,non,,1486,FR04438403396,active,,438403396,43840339600023,58.29C,LA LOUBIERE CHEMIN DES SEIGNIERES 04100 MANOSQUE,43.799377105,5.8173646323,,,,,non,oui,2026-08-03,sirene,MANOSQUE
SAFEBRANDS S.A.S,B,40,a contacter,,,,,,,,,,,,saas_web,Programmation informatique,MARSEILLE,13002,13,Provence-Alpes-Cote d'Azur,,,,FREDERIC GUILLEMAUT,Directeur Général,ca+15|effectif+10|categorie+5|anciennete+5|dirigeant+5,,https://www.pappers.fr/entreprise/412721524,https://annuaire-entreprises.data.gouv.fr/entreprise/412721524,https://annuaire-entreprises.data.gouv.fr/annonces/412721524,https://annuaire-entreprises.data.gouv.fr/donnees-financieres/412721524,https://annuaire-entreprises.data.gouv.fr/dirigeants/412721524,"https://www.google.com/maps?q=43.3044411173233,5.36721632117895",https://www.google.com/search?q=SAFEBRANDS+S.A.S+MARSEILLE,https://news.google.com/search?hl=fr&q=%22SAFEBRANDS+S.A.S%22,https://www.linkedin.com/search/results/companies/?keywords=SAFEBRANDS+S.A.S,https://www.linkedin.com/search/results/people/?keywords=FREDERIC+GUILLEMAUT+SAFEBRANDS+S.A.S,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=SAFEBRANDS+S.A.S&ou=MARSEILLE,https://www.societe.com/cgi-bin/search?champs=412721524,,,,20-49,2023,PME,1,15,,4623914,,-707018,2024,29,1997-07-01,SAS,,BRANDSHELTER,,non,non,,1486,FR33412721524,active,,412721524,41272152400152,62.01Z,113 RUE DE LA REPUBLIQUE 13002 MARSEILLE,43.3044411173233,5.36721632117895,,,,SUBLIME TECHNOLOGY (FRANCE) (Président de SAS),non,oui,2026-08-07,sirene,MARSEILLE
SARL CLAB,B,40,a contacter,,,,,,,,,,,,saas_web,Programmation informatique,VILLEURBANNE,69100,69,Auvergne-Rhone-Alpes,,,,STEPHANE LANGENSTEIN,Gérant,ca+15|effectif+10|categorie+5|anciennete+5|dirigeant+5,,https://www.pappers.fr/entreprise/479209421,https://annuaire-entreprises.data.gouv.fr/entreprise/479209421,https://annuaire-entreprises.data.gouv.fr/annonces/479209421,https://annuaire-entreprises.data.gouv.fr/donnees-financieres/479209421,https://annuaire-entreprises.data.gouv.fr/dirigeants/479209421,"https://www.google.com/maps?q=45.770973656,4.8738375396",https://www.google.com/search?q=SARL+CLAB+VILLEURBANNE,https://news.google.com/search?hl=fr&q=%22SARL+CLAB%22,https://www.linkedin.com/search/results/companies/?keywords=SARL+CLAB,https://www.linkedin.com/search/results/people/?keywords=STEPHANE+LANGENSTEIN+SARL+CLAB,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=SARL+CLAB&ou=VILLEURBANNE,https://www.societe.com/cgi-bin/search?champs=479209421,,,,6-9,2023,PME,1,2,,559797,,7102,2019,22,2004-09-01,SARL,,,,non,non,,1486,FR05479209421,active,,479209421,47920942100029,62.01Z,7 COURS DE LA REPUBLIQUE 69100 VILLEURBANNE,45.770973656,4.8738375396,,,,,non,oui,2026-08-01,sirene,VILLEURBANNE
SARL SB TRADUCTION,B,40,a contacter,,,,,,,,,,,,saas_web,Programmation informatique,CLERMONT-FERRAND,63000,63,Auvergne-Rhone-Alpes,,,,YASUSHI ETO,Président de SAS,ca+15|effectif+10|categorie+5|anciennete+5|dirigeant+5,,https://www.pappers.fr/entreprise/451571418,https://annuaire-entreprises.data.gouv.fr/entreprise/451571418,https://annuaire-entreprises.data.gouv.fr/annonces/451571418,https://annuaire-entreprises.data.gouv.fr/donnees-financieres/451571418,https://annuaire-entreprises.data.gouv.fr/dirigeants/451571418,"https://www.google.com/maps?q=45.77703284,3.0826427554",https://www.google.com/search?q=SARL+SB+TRADUCTION+CLERMONT-FERRAND,https://news.google.com/search?hl=fr&q=%22SARL+SB+TRADUCTION%22,https://www.linkedin.com/search/results/companies/?keywords=SARL+SB+TRADUCTION,https://www.linkedin.com/search/results/people/?keywords=YASUSHI+ETO+SARL+SB+TRADUCTION,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=SARL+SB+TRADUCTION&ou=CLERMONT-FERRAND,https://www.societe.com/cgi-bin/search?champs=451571418,,,,6-9,2023,PME,1,4,,629214,,-35699,2023,22,2004-01-07,SAS,,,,non,non,,1486,FR44451571418,active,,451571418,45157141800040,62.01Z,7 PLACE DE JAUDE 63000 CLERMONT-FERRAND,45.77703284,3.0826427554,,,,,non,oui,2026-08-03,sirene,CLERMONT-FERRAND
TECHNODIGIT,B,40,a contacter,,,,,,,,,,,,saas_web,Edition de logiciels applicatifs,LYON,69003,69,Auvergne-Rhone-Alpes,,,,FRANK HENDRIK R SUYKENS-DE LAET,Gérant,ca+15|effectif+10|categorie+5|anciennete+5|dirigeant+5,,https://www.pappers.fr/entreprise/491413506,https://annuaire-entreprises.data.gouv.fr/entreprise/491413506,https://annuaire-entreprises.data.gouv.fr/annonces/491413506,https://annuaire-entreprises.data.gouv.fr/donnees-financieres/491413506,https://annuaire-entreprises.data.gouv.fr/dirigeants/491413506,"https://www.google.com/maps?q=45.759864596,4.8641579122",https://www.google.com/search?q=TECHNODIGIT+LYON,https://news.google.com/search?hl=fr&q=%22TECHNODIGIT%22,https://www.linkedin.com/search/results/companies/?keywords=TECHNODIGIT,https://www.linkedin.com/search/results/people/?keywords=FRANK+HENDRIK+R+SUYKENS-DE+LAET+TECHNODIGIT,https://www.pagesjaunes.fr/annuaire/chercherlespros?quoiqui=TECHNODIGIT&ou=LYON,https://www.societe.com/cgi-bin/search?champs=491413506,,,,20-49,2023,ETI,1,4,,6275972,,1997236,2024,20,2006-08-03,SARL,,,,non,non,,1486,FR95491413506,active,,491413506,49141350600040,58.29C,17-23-IMMEUBLE LE DANICA 17 AVENUE GEORGES POMPIDOU 69003 LYON,45.759864596,4.8641579122,,,,,non,oui,2026-08-01,sirene,LYON
